retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,30,39,1170,468.0,Outlet
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,112,3696,1737.12,Online
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,23,73,1679,889.87,Online
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,38,1368,670.32,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,33,23,759,333.96,Online
Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,75,26250,7875.0,Online
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,100,20000,7000.0,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,250,125000,50000.0,Online
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,26,520,249.6,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,38,78,2964,1333.8,Outlet
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47,73,3431,1784.12,Online
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,300,105000,26250.0,In-store
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,25,93,2325,651.0,Outlet
Sports Direct,1197831,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,35,500,175000,78750.0,Outlet
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34,87,2958,1064.88,Online
Sports Direct,1197831,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,32,135,4320,2462.4,Online
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,32,31,992,525.76,Online
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35,125,43750,17500.0,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,29,91,2639,1266.72,Online
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,30,325,97500,34125.0,In-store
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,60,325,195000,58500.0,Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,42,114,4788,1675.8,Outlet
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Athletic Footwear,43,96,4128,1775.04,Outlet
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,19,80,1520,790.4,Online
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,43750,17500.0,In-store
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23,49,1127,597.31,Online
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,45,525,236250,82687.5,Outlet
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,41,152,6232,3053.68,Online
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,58,91,5278,2216.76,Online
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Athletic Footwear,50,84,4200,2310.0,Online
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,34,179,6086,2495.26,Outlet
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Athletic Footwear,55,300,165000,66000.0,In-store
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,15,85,1275,573.75,Outlet
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,20,275,55000,22000.0,Online
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,200,60000,24000.0,In-store
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,150,67500,20250.0,In-store
Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Women's Athletic Footwear,28,54,1512,771.12,Online
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44,38,1672,702.24,Online
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,33,45,1485,549.45,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,19,60,1140,592.8,Online
Sports Direct,1197831,2021-03-19,South,Tennessee,Knoxville,Women's Athletic Footwear,28,128,3584,1756.16,Outlet
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,34,680,340.0,Online
Sports Direct,1197831,2021-03-19,South,Tennessee,Knoxville,Women's Athletic Footwear,33,108,3564,2138.4,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16,39,624,293.28,Outlet
Sports Direct,1197831,2021-03-19,South,Tennessee,Knoxville,Women's Athletic Footwear,35,400,140000,63000.0,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,15,70,1050,493.5,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,20,200,40000,16000.0,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,125,25000,10000.0,Online
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,29,7,203,93.38,Online
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30,25,7500,2625.0,In-store
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Athletic Footwear,49,36,1764,670.32,Online
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Athletic Footwear,50,125,62500,15625.0,Outlet
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,36,27,972,505.44,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,100,40000,16000.0,Online
Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,45,550,247500,86625.0,Outlet
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,47,68,3196,1470.16,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,50,225,112500,39375.0,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,38,68,2584,956.08,Outlet
Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,36,176,6336,2471.04,Outlet
Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,41,154,6314,2841.3,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,250,125000,43750.0,In-store
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,49,65,3185,1528.8,Online
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,50,250,125000,43750.0,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,48,65,3120,1435.2,Online
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,39,75,2925,1082.25,Outlet
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,38,78,2964,1155.96,Outlet
Sports Direct,1197831,2021-03-25,South,Tennessee,Knoxville,Women's Athletic Footwear,33,101,3333,2133.12,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,275,151250,52937.5,Online
Sports Direct,1197831,2021-03-25,South,Tennessee,Knoxville,Women's Athletic Footwear,35,375,131250,65625.0,Outlet
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,88,3256,1269.84,Outlet
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,50,83,4150,1909.0,Online
Sports Direct,1197831,2021-03-25,South,Tennessee,Knoxville,Women's Athletic Footwear,25,124,3100,1736.0,Outlet
Sports Direct,1197831,2021-03-31,South,Tennessee,Knoxville,Women's Athletic Footwear,25,400,100000,50000.0,Outlet
Sports Direct,1197831,2021-03-31,South,Tennessee,Knoxville,Women's Athletic Footwear,20,128,2560,1433.6,Outlet
Sports Direct,1197831,2021-03-31,South,Tennessee,Knoxville,Women's Athletic Footwear,23,112,2576,1674.4,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,24,140,3360,1814.4,Online
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,22,330,135.3,Online
West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,75,11250,3375.0,In-store
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25,500,125000,50000.0,Online
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,38,1216,547.2,Online
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35,125,43750,13125.0,In-store
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,26,41,1066,341.12,Outlet
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,20,116,2320,1136.8,Outlet
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,29,113,3277,1802.35,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,30,375,112500,50625.0,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,600,180000,54000.0,Online
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,100,15000,4500.0,In-store
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,30,525,157500,78750.0,Outlet
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,27,142,3834,2300.4,Online
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,28,420,189.0,Online
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,20,179,3580,1933.2,Outlet
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,180,4860,2089.8,Online
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,30,50,15000,6000.0,In-store
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,29,13,377,199.81,Online
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,27,27,729,371.79,Online
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Athletic Footwear,30,100,30000,12000.0,In-store
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,21,17,357,160.65,Outlet
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,37,135,4995,2047.95,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,75,18750,5625.0,Online
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24,22,528,227.04,Online
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,40,450,180000,54000.0,In-store
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,20,125,25000,8750.0,In-store
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,50,250,125000,31250.0,Outlet
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,350,87500,35000.0,Online
Kohl's,1189833,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,43,152,6536,3202.64,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,102,2448,1224.0,Online
West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19,36,684,328.32,Online
Kohl's,1189833,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,31,173,5363,2037.94,Outlet
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,48,73,3504,1226.4,Online
Kohl's,1189833,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,45,525,236250,82687.5,Outlet
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20,250,50000,20000.0,In-store
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,150,60000,21000.0,In-store
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,18,70,1260,667.8,Online
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,148750,52062.5,In-store
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,30,50,1500,600.0,Outlet
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,119,3927,1845.69,Online
Amazon,1185732,2021-04-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,44,1584,792.0,Online
West Gear,1185732,2021-04-11,West,Utah,Salt Lake City,Women's Athletic Footwear,14,75,1050,472.5,Outlet
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,75,26250,7875.0,Online
Sports Direct,1197831,2021-04-12,South,Tennessee,Knoxville,Women's Athletic Footwear,29,198,5742,3215.52,Outlet
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34,20,680,292.4,Online
Sports Direct,1197831,2021-04-12,South,Tennessee,Knoxville,Women's Athletic Footwear,36,174,6264,3821.04,Online
Sports Direct,1197831,2021-04-12,South,Tennessee,Knoxville,Women's Athletic Footwear,40,600,240000,120000.0,Outlet
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40,96,3840,1728.0,Outlet
Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,125,25000,8750.0,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,275,137500,55000.0,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48,69,3312,1821.6,Online
Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,19,35,665,299.25,Online
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,125,43750,10937.5,In-store
Foot Locker,1185732,2021-04-14,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35,150,52500,21000.0,In-store
Foot Locker,1185732,2021-04-14,Northeast,Delaware,Wilmington,Women's Athletic Footwear,32,44,1408,718.08,Online
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,23,39,897,251.16,Outlet
Sports Direct,1185732,2021-04-14,Northeast,Massachusetts,Boston,Women's Athletic Footwear,32,35,1120,436.8,Online
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,35,375,131250,45937.5,In-store
Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,33,193,6369,2420.22,Outlet
Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,41,154,6314,3030.72,Online
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,32,109,3488,1604.48,Online
Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,45,550,247500,86625.0,Outlet
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,20,300,60000,24000.0,Online
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,19,75,1425,741.0,Online
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,41,90,3690,1291.5,Outlet
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,47,1175,611.0,Online
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,175,43750,17500.0,In-store
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,40,275,110000,44000.0,In-store
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,55,300,165000,49500.0,Outlet
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,27,91,2457,1105.65,Outlet
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,39,74,2886,1529.58,Online
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,16,96,1536,660.48,Outlet
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,52,84,4368,1965.6,Online
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,52,1196,621.92,Online
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,200,50000,20000.0,In-store
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,175,78750,23625.0,In-store
Sports Direct,1197831,2021-04-18,South,Tennessee,Knoxville,Women's Athletic Footwear,37,161,5957,3872.05,Online
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44,49,2156,883.96,Online
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,35,53,1855,593.6,Outlet
Sports Direct,1197831,2021-04-18,South,Tennessee,Knoxville,Women's Athletic Footwear,40,575,230000,126500.0,Outlet
Sports Direct,1197831,2021-04-18,South,Tennessee,Knoxville,Women's Athletic Footwear,32,196,6272,3825.92,Outlet
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Athletic Footwear,13,77,1001,470.47,Outlet
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,150,30000,12000.0,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Athletic Footwear,20,63,1260,667.8,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,18,45,810,429.3,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,47,705,303.15,Outlet
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,45000,18000.0,Online
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,27,13,351,164.97,Online
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Athletic Footwear,47,44,2068,765.16,Online
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30,50,15000,5250.0,In-store
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Athletic Footwear,50,150,75000,18750.0,Outlet
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45,100,45000,18000.0,Online
Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,44,175,7700,3696.0,Online
Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,45,625,281250,98437.5,Outlet
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,42,29,1218,609.0,Online
Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,32,194,6208,2296.96,Outlet
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,50,250,125000,43750.0,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,40,78,3120,1248.0,Outlet
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,46,75,3450,1725.0,Online
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,42,56,2352,1105.44,Online
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,34,70,2380,880.6,Outlet
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,32,68,2176,913.92,Outlet
Sports Direct,1197831,2021-04-24,South,Tennessee,Knoxville,Women's Athletic Footwear,45,475,213750,117562.5,Outlet
Sports Direct,1197831,2021-04-24,South,Tennessee,Knoxville,Women's Athletic Footwear,32,162,5184,3058.56,Outlet
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,45,225,101250,35437.5,In-store
Sports Direct,1197831,2021-04-24,South,Tennessee,Knoxville,Women's Athletic Footwear,42,133,5586,3854.34,Online
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,225,101250,35437.5,In-store
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,41,63,2583,1291.5,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,96,3552,1385.28,Outlet
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,54,87,4698,2161.08,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,300,165000,57750.0,Online
Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,45,650,292500,102375.0,Outlet
Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,29,228,6612,2644.8,Outlet
Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,44,189,8316,3991.68,Online
Sports Direct,1197831,2021-04-30,South,Tennessee,Knoxville,Women's Athletic Footwear,53,100,5300,3710.0,Online
Sports Direct,1197831,2021-04-30,South,Tennessee,Knoxville,Women's Athletic Footwear,55,400,220000,121000.0,Outlet
Sports Direct,1197831,2021-04-30,South,Tennessee,Knoxville,Women's Athletic Footwear,40,136,5440,3100.8,Outlet
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,40,575,230000,92000.0,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,38,150,5700,3078.0,Online
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,44,63,2772,1136.52,Online
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,225,101250,30375.0,In-store
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,74,2368,781.44,Outlet
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,50,675,337500,118125.0,Outlet
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,47,169,7943,3812.64,Online
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,150,52500,15750.0,In-store
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,32,38,1216,535.04,Online
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,36,223,8028,3050.64,Outlet
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,43,182,7826,3286.92,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Athletic Footwear,24,155,3720,1860.0,Outlet
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Athletic Footwear,35,500,175000,78750.0,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Athletic Footwear,33,130,4290,2359.5,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45,675,303750,91125.0,Online
Sports Direct,1197831,2021-05-06,South,Tennessee,Knoxville,Women's Athletic Footwear,30,131,3930,2358.0,Outlet
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,27,51,1377,633.42,Outlet
Sports Direct,1197831,2021-05-06,South,Tennessee,Knoxville,Women's Athletic Footwear,38,98,3724,2606.8,Online
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,200,80000,32000.0,In-store
Sports Direct,1197831,2021-05-06,South,Tennessee,Knoxville,Women's Athletic Footwear,40,375,150000,82500.0,Outlet
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,44,1716,892.32,Online
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,150,60000,24000.0,In-store
Kohl's,1185732,2021-05-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,38,56,2128,1064.0,Online
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,125,43750,13125.0,In-store
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Women's Athletic Footwear,33,34,1122,493.68,Online
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,50,500,250000,75000.0,In-store
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,47,130,6110,2444.0,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,40,425,170000,68000.0,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,38,123,4674,2570.7,Online
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,100,40000,12000.0,In-store
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,46,65,2990,1405.3,Online
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,83,3320,1328.0,Outlet
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,250,125000,43750.0,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,450,180000,63000.0,In-store
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,50,650,325000,113750.0,Outlet
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Women's Athletic Footwear,36,26,936,411.84,Online
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,46,176,8096,4048.0,Online
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,39,195,7605,3042.0,Outlet
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,39,131,5109,2554.5,Online
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Athletic Footwear,52,80,4160,1664.0,Online
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35,175,61250,21437.5,In-store
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,151250,37812.5,Outlet
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34,49,1666,816.34,Online
