,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
4684,Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Street Footwear,47,147,6909,3247.23,Online
4685,Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Street Footwear,50,120,6000,2820,Online
4686,Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Street Footwear,38,184,6992,2656.96,Outlet
4687,Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,22,23,506,217.58,Outlet
4688,West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Apparel,33,58,1914,842.16,Outlet
4689,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,56,152,8512,3660.16,Online
4690,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,44,49,2156,1164.24,Online
4691,Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,49,225,11025,5622.75,Online
4692,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,45,175,78750,31500,In-store
4693,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,275,137500,48125,In-store
4694,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,55,350,192500,67375,In-store
4695,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,47,69,3243,1621.5,Online
4696,West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Street Footwear,39,155,6045,2538.9,Outlet
4697,West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Athletic Footwear,36,109,3924,1569.6,Outlet
4698,West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Street Footwear,39,119,4641,1809.99,Outlet
4699,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,37,109,4033,1492.21,Outlet
4700,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,50,88,4400,2200,Online
4701,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,350,192500,67375,In-store
4702,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,50,500,250000,87500,In-store
4703,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,40,105,4200,1722,Outlet
4704,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,51,98,4998,2249.1,Online
4705,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,39,175,6825,2730,Outlet
4706,West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Apparel,46,173,7958,2864.88,Outlet
4707,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,46,125,5750,2645,Online
4708,West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,33,94,3102,1209.78,Outlet
4709,Foot Locker,1185732,2021-05-25,Midwest,Nebraska,Omaha,Men's Apparel,45,125,56250,19687.5,Outlet
4710,West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Athletic Footwear,55,350,192500,67375,In-store
4711,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,34,54,1836,789.48,Outlet
4712,West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,50,275,137500,48125,In-store
4713,West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Street Footwear,55,350,192500,67375,In-store
4714,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,33,85,2805,1065.9,Outlet
4715,Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,50,900,450000,180000,Outlet
4716,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,44,168,7392,2587.2,Outlet
4717,Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,39,315,12285,5651.1,Outlet
4718,Foot Locker,1185732,2021-05-25,Midwest,Nebraska,Omaha,Men's Apparel,43,35,1505,677.25,Online
4719,West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Street Footwear,50,500,250000,87500,In-store
4720,West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Apparel,60,525,315000,94500,In-store
4721,West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Apparel,54,158,8532,3839.4,Online
4722,West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Apparel,41,44,1804,992.2,Online
4723,West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,49,83,4067,1952.16,Online
4724,West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Street Footwear,50,95,4750,2375,Online
4725,West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Apparel,45,175,78750,31500,In-store
4726,West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Athletic Footwear,50,105,5250,2415,Online
4727,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,60,525,315000,94500,In-store
4728,West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Street Footwear,48,145,6960,3132,Online
4729,Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,55,900,495000,123750,Outlet
4730,Foot Locker,1185732,2021-05-26,Midwest,Nebraska,Omaha,Women's Apparel,32,68,2176,1327.36,Online
4731,Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,50,243,12150,4617,Online
4732,Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,42,288,12096,3386.88,Outlet
4733,Foot Locker,1185732,2021-05-26,Midwest,Nebraska,Omaha,Women's Apparel,35,225,78750,39375,Outlet
4734,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,56,132,7392,2143.68,Outlet
4735,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,69,115,7935,3094.65,Online
4736,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,56,65,3640,1528.8,Online
4737,Foot Locker,1185732,2021-05-27,Midwest,Nebraska,Omaha,Men's Street Footwear,32,119,3808,2056.32,Online
4738,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,45,78,3510,1228.5,Outlet
4739,Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,46,182,8372,4520.88,Online
4740,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,75,425,318750,79687.5,Online
4741,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,60,250,150000,45000,Online
4742,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,350,192500,67375,Online
4743,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,60,450,270000,94500,Online
4744,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,425,255000,102000,Online
4745,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,55,575,316250,110687.5,Online
4746,Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,39,231,9009,4144.14,Outlet
4747,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,56,126,7056,3316.32,Online
4748,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,58,111,6438,3283.38,Online
4749,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,51,91,4641,2134.86,Online
4750,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,109,4687,1921.67,Outlet
4751,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,46,135,6210,2546.1,Outlet
4752,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,43,184,7912,3243.92,Outlet
4753,Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,50,700,350000,140000,Outlet
4754,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,51,150,7650,3442.5,Online
4755,Foot Locker,1185732,2021-05-27,Midwest,Nebraska,Omaha,Men's Street Footwear,35,475,166250,66500,Outlet
4756,Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,46,136,6256,2627.52,Outlet
4757,Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,35,224,7840,3136,Outlet
4758,Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,50,700,350000,122500,Outlet
4759,Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,49,210,10290,5145,Online
4760,Foot Locker,1185732,2021-05-28,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33,38,1254,627,Online
4761,Foot Locker,1185732,2021-05-28,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,125,43750,15312.5,Outlet
4762,Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,55,156,8580,5577,Online
4763,Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,43,219,9417,5838.54,Outlet
4764,Foot Locker,1185732,2021-05-29,Midwest,Nebraska,Omaha,Women's Street Footwear,23,47,1081,540.5,Online
4765,Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,60,625,375000,206250,Outlet
4766,Foot Locker,1185732,2021-05-29,Midwest,Nebraska,Omaha,Women's Street Footwear,25,175,43750,15312.5,Outlet
4767,Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,59,196,11564,4047.4,Online
4768,Foot Locker,1185732,2021-05-30,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29,14,406,203,Online
4769,Foot Locker,1185732,2021-05-30,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,50,15000,6000,Outlet
4770,Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,44,232,10208,2552,Outlet
4771,Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,65,725,471250,94250,Outlet
4772,Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,36,147,5292,2381.4,Outlet
4773,Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,44,124,5456,2837.12,Online
4774,Foot Locker,1185732,2021-05-31,Midwest,Nebraska,Omaha,Men's Apparel,45,125,56250,19687.5,Outlet
4775,Foot Locker,1185732,2021-05-31,Midwest,Nebraska,Omaha,Men's Apparel,41,31,1271,622.79,Online
4776,Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,45,475,213750,85500,Outlet
4777,Foot Locker,1185732,2021-01-06,Midwest,Nebraska,Omaha,Women's Apparel,35,200,70000,35000,Outlet
4778,Foot Locker,1185732,2021-01-06,Midwest,Nebraska,Omaha,Women's Apparel,32,60,1920,1190.4,Online
4779,Foot Locker,1185732,2021-01-06,West,California,Los Angeles,Men's Athletic Footwear,45,275,123750,43312.5,Outlet
4780,Foot Locker,1185732,2021-01-06,West,California,Los Angeles,Men's Athletic Footwear,41,77,3157,1452.22,Online
4781,Foot Locker,1185732,2021-01-06,West,California,Los Angeles,Men's Athletic Footwear,31,91,2821,1156.61,Outlet
4782,Foot Locker,1185732,2021-02-06,Midwest,Nebraska,Omaha,Men's Street Footwear,40,420,168000,67200,Outlet
4783,Foot Locker,1185732,2021-02-06,West,California,Los Angeles,Women's Street Footwear,32,83,2656,1248.32,Online
4784,Foot Locker,1185732,2021-02-06,Midwest,Nebraska,Omaha,Men's Street Footwear,38,122,4636,2503.44,Online
4785,Foot Locker,1185732,2021-02-06,West,California,Los Angeles,Women's Street Footwear,35,275,96250,33687.5,Outlet
4786,Foot Locker,1185732,2021-02-06,West,California,Los Angeles,Women's Street Footwear,24,94,2256,879.84,Outlet
4787,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24,52,1248,549.12,Online
4788,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,24,47,1128,462.48,Online
4789,Foot Locker,1185732,2021-03-06,West,California,Los Angeles,Women's Athletic Footwear,27,41,1107,509.22,Outlet
4790,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32,160,5120,2252.8,Online
4791,Foot Locker,1185732,2021-03-06,Midwest,Nebraska,Omaha,Men's Athletic Footwear,39,26,1014,466.44,Online
4792,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,300,90000,31500,In-store
4793,Foot Locker,1185732,2021-03-06,West,California,Los Angeles,Women's Athletic Footwear,40,125,50000,20000,Outlet
4794,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,27,90,2430,1190.7,Online
4795,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Women's Apparel,51,98,4998,2748.9,Online
4796,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Men's Apparel,34,46,1564,938.4,Online
4797,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,325,178750,71500,In-store
4798,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,175,61250,30625,In-store
4799,Foot Locker,1185732,2021-03-06,West,California,Los Angeles,Women's Athletic Footwear,37,34,1258,654.16,Online
4800,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550,192500,57750,In-store
4801,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175,43750,13125,In-store
4802,West Gear,1185732,2021-03-06,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,200,50000,15000,In-store
4803,Foot Locker,1185732,2021-03-06,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,100,40000,14000,Outlet
4804,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Women's Apparel,67,231,15477,9286.2,Online
4805,West Gear,1197831,2021-04-06,West,Idaho,Boise,Women's Apparel,55,231,12705,7750.05,Online
4806,Foot Locker,1185732,2021-04-06,Midwest,Nebraska,Omaha,Women's Street Footwear,29,39,1131,565.5,Online
4807,West Gear,1197831,2021-04-06,West,Idaho,Boise,Women's Athletic Footwear,33,187,6171,3023.79,Outlet
4808,West Gear,1197831,2021-04-06,West,Idaho,Boise,Men's Apparel,55,450,247500,74250,Online
4809,Foot Locker,1185732,2021-04-06,Midwest,Nebraska,Omaha,Women's Street Footwear,30,150,45000,15750,Outlet
4810,Foot Locker,1185732,2021-04-06,Midwest,Illinois,Chicago,Men's Apparel,55,175,96250,33687.5,Outlet
4811,West Gear,1197831,2021-04-06,West,Idaho,Boise,Women's Street Footwear,50,600,300000,105000,Online
4812,West Gear,1197831,2021-04-06,West,Idaho,Boise,Women's Athletic Footwear,50,550,275000,123750,Online
4813,Foot Locker,1185732,2021-04-06,Midwest,Illinois,Chicago,Men's Apparel,53,47,2491,1220.59,Online
4814,West Gear,1197831,2021-04-06,West,Idaho,Boise,Men's Street Footwear,31,233,7223,2744.74,Outlet
4815,West Gear,1197831,2021-04-06,West,Idaho,Boise,Men's Street Footwear,45,750,337500,118125,Online
4816,West Gear,1197831,2021-04-06,West,Idaho,Boise,Men's Athletic Footwear,35,263,9205,3774.05,Outlet
4817,West Gear,1197831,2021-04-06,West,Idaho,Boise,Women's Apparel,60,825,495000,247500,Online
4818,West Gear,1197831,2021-04-06,West,Idaho,Boise,Men's Athletic Footwear,50,750,375000,131250,Online
4819,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Men's Apparel,61,163,9943,4872.07,Online
4820,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,49,169,8281,4223.31,Online
4821,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Men's Street Footwear,50,950,475000,190000,Online
4822,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Women's Apparel,70,825,577500,288750,Online
4823,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Men's Apparel,65,650,422500,147875,Online
4824,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Men's Street Footwear,46,238,10948,6021.4,Online
4825,West Gear,1197831,2021-04-06,West,Idaho,Boise,Men's Street Footwear,42,195,8190,4013.1,Online
4826,West Gear,1197831,2021-04-06,West,Idaho,Boise,Women's Street Footwear,47,174,8178,3925.44,Online
4827,West Gear,1197831,2021-04-06,West,Idaho,Boise,Women's Athletic Footwear,48,143,6864,4049.76,Online
4828,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,7644,3592.68,Online
4829,West Gear,1197831,2021-04-06,West,Idaho,Boise,Women's Street Footwear,34,186,6324,2592.84,Outlet
4830,West Gear,1197831,2021-04-06,West,Idaho,Boise,Men's Apparel,52,117,6084,2616.12,Online
4831,West Gear,1197831,2021-04-06,West,Idaho,Boise,Men's Apparel,43,158,6794,2309.96,Outlet
4832,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,50,650,325000,130000,Online
4833,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Women's Street Footwear,50,675,337500,135000,Online
4834,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,45,700,315000,110250,Online
4835,West Gear,1197831,2021-04-06,West,Idaho,Boise,Women's Apparel,39,248,9672,5319.6,Outlet
4836,Sports Direct,1185732,2021-04-06,Southeast,North Carolina,Charlotte,Women's Street Footwear,47,169,7943,4289.22,Online
4837,West Gear,1197831,2021-04-06,West,Idaho,Boise,Men's Athletic Footwear,46,188,8648,4151.04,Online
4838,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35,85,2975,1041.25,Outlet
4839,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Women's Apparel,39,128,4992,1946.88,Outlet
4840,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Men's Apparel,36,91,3276,1048.32,Outlet
4841,Foot Locker,1185732,2021-05-06,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,0,0,0,Outlet
4842,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,124,4712,2214.64,Outlet
4843,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Women's Street Footwear,35,96,3360,1108.8,Outlet
4844,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Women's Apparel,56,123,6888,3375.12,Online
4845,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Men's Apparel,55,275,151250,45375,In-store
4846,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Men's Apparel,53,74,3922,1725.68,Online
4847,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Men's Street Footwear,50,175,8750,4812.5,Online
4848,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Men's Street Footwear,40,206,8240,3872.8,Outlet
4849,Foot Locker,1185732,2021-05-06,Midwest,Illinois,Chicago,Women's Apparel,41,69,2829,1697.4,Online
4850,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Women's Athletic Footwear,42,80,3360,1411.2,Online
4851,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,275,123750,37125,In-store
4852,Foot Locker,1185732,2021-05-06,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33,0,0,0,Online
4853,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50,375,187500,75000,In-store
4854,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Men's Street Footwear,55,625,343750,137500,In-store
4855,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Women's Apparel,60,425,255000,89250,In-store
4856,Foot Locker,1185732,2021-05-06,Midwest,Illinois,Chicago,Women's Apparel,45,275,123750,61875,Outlet
4857,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Women's Street Footwear,42,87,3654,1644.3,Online
4858,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,94,4512,2256,Online
4859,Sports Direct,1185732,2021-05-06,Northeast,Connecticut,Hartford,Women's Street Footwear,45,300,135000,40500,In-store
4860,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Street Footwear,35,525,183750,55125,In-store
4861,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Apparel,34,44,1496,957.44,Online
4862,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Apparel,51,85,4335,2297.55,Online
4863,Foot Locker,1185732,2021-06-06,Midwest,Nebraska,Omaha,Men's Apparel,45,13,585,274.95,Online
4864,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Street Footwear,23,50,1150,517.5,Online
4865,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Street Footwear,25,200,50000,15000,In-store
4866,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,28,77,2156,1034.88,Online
4867,Foot Locker,1185732,2021-06-06,Midwest,Nebraska,Omaha,Men's Apparel,50,50,25000,8750,Outlet
4868,Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,44,158,6952,3545.52,Online
4869,Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,45,525,236250,94500,Outlet
4870,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,175,43750,13125,In-store
4871,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Apparel,35,175,61250,30625,In-store
4872,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Apparel,55,325,178750,71500,In-store
4873,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Street Footwear,32,137,4384,1841.28,Online
4874,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,82500,28875,In-store
4875,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,24,44,1056,464.64,Online
4876,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Women's Apparel,70,925,647500,323750,Online
4877,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Men's Street Footwear,51,273,13923,7796.88,Online
4878,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,49,200,9800,4410,Online
4879,Foot Locker,1185732,2021-07-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,78750,27562.5,Outlet
4880,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Women's Street Footwear,47,209,9823,3536.28,Online
4881,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,47,218,10246,4610.7,Online
4882,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Men's Apparel,65,750,487500,170625,Online
4883,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50,750,375000,112500,Online
4884,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Men's Apparel,62,195,12090,5440.5,Online
4885,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50,800,400000,140000,Online
4886,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Men's Street Footwear,55,1050,577500,259875,Online
4887,Foot Locker,1185732,2021-07-06,Midwest,Nebraska,Omaha,Women's Apparel,37,38,1406,857.66,Online
4888,Foot Locker,1185732,2021-07-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,43,51,2193,1030.71,Online
4889,Foot Locker,1185732,2021-07-06,Midwest,Nebraska,Omaha,Women's Apparel,40,150,60000,30000,Outlet
4890,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Women's Apparel,65,250,16250,10400,Online
4891,Foot Locker,1185732,2021-07-06,Southeast,South Carolina,Charleston,Women's Street Footwear,50,775,387500,96875,Online
4892,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Men's Street Footwear,47,138,6486,2918.7,Online
4893,Foot Locker,1185732,2021-08-06,Midwest,Nebraska,Omaha,Men's Street Footwear,38,105,3990,2114.7,Online
4894,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,41,90,3690,1808.1,Online
4895,Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,78750,27562.5,Outlet
4896,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Women's Apparel,50,120,6000,3000,Online
4897,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Women's Apparel,51,88,4488,2288.88,Online
4898,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,39,65,2535,1368.9,Online
4899,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Women's Street Footwear,38,69,2622,1389.66,Online
4900,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Men's Athletic Footwear,44,105,4620,2125.2,Online
4901,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Men's Street Footwear,45,156,7020,3229.2,Online
4902,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Men's Apparel,48,58,2784,1141.44,Online
4903,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,60,2340,1263.6,Online
4904,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Men's Street Footwear,36,176,6336,2534.4,Outlet
4905,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Women's Street Footwear,32,74,2368,994.56,Outlet
4906,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26,70,1820,837.2,Outlet
4907,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Men's Apparel,39,66,2574,900.9,Outlet
4908,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Women's Apparel,43,119,5117,2302.65,Outlet
4909,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Men's Apparel,46,65,2990,1345.5,Online
4910,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,105,3675,1433.25,Outlet
4911,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Women's Street Footwear,39,65,2535,1394.25,Online
4912,Foot Locker,1185732,2021-08-06,Midwest,Nebraska,Omaha,Men's Street Footwear,40,375,150000,60000,Outlet
4913,Foot Locker,1185732,2021-08-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,300,135000,47250,In-store
4914,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Women's Apparel,55,400,220000,88000,In-store
4915,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Men's Apparel,50,250,125000,37500,In-store
4916,Kohl's,1185732,2021-08-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,250,100000,40000,In-store
