title,original_title,budget,genre,language,spoken_languages,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link.type,link.url,link.suggested_link_text,multimedia.type,multimedia.src,multimedia.height,multimedia.width,multimedia,genres,original_language,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
Love & Gelato,Love & Gelato,0,,,"English, Italian",https://www.netflix.com/title/81278276,"Lina is about to graduate high school and has her sights set on her future at MIT. But when her mom gets sick, she encourages Lina to follow in her footsteps and have “the summer of a lifetime” in Rome. Using her mom’s old diary as a guide, she explores the romantic and magical city, where she just might find love... and gelato, of course.",20.343,111,0,2022-06-22,5.399,203,Italy,,,,,,,,,,,,,,,,,"Romance, Comedy, Drama",en,https://www.nytimes.com/2022/06/22/movies/love-gelato-review.html,A mother’s final wish leads her daughter to retrace her Roman holiday in this lighthearted coming-of-age story.,The New York Times,"subject: Movies;creative_works: Love & Gelato (Movie);persons: Camp, Brandon (1971- );",2022-06-23T03:06:01+0000,288.0,"‘Love & Gelato’ Review: A Young Girl, Transfigured by Italy",,,Love &amp; Gelato,,,,By Teo Bugbee,
Stay Prayed Up,Stay Prayed Up,0,,,English,,"Lena Mae “Mother” Perry, the backbone of her community, cooks for crowds, tends to the needy, and boy, can she sing! After 50 years leading the dynamic, down-home gospel group The Branchettes, the octogenarian powerhouse, armed with her unwavering faith, shows no signs of slowing down. Taking us inside her loving community while following the recording of the group’s first album, this film is bursting with warmth, joy, and soul-stirring gospel music.",0.6,73,0,2021-09-01,0.0,0,United States of America,,,,,,,,,,,,,,,,,Documentary,en,https://www.nytimes.com/2022/06/16/movies/stay-prayed-up-review.html,"A new documentary about the gospel ensemble the Branchettes and its guiding light, Lena Mae Perry, is a plain-spoken tribute.",The New York Times,"subject: Documentary Films and Programs;subject: Gospel Music;creative_works: Stay Prayed Up (Movie);subject: Content Type: Personal Profile;persons: Perry, Lena Mae;organizations: Branchettes (Music Group);persons: Anderson, DL (Filmmaker);persons: Durning, Matthew;",2022-06-16T11:00:08+0000,330.0,‘Stay Prayed Up’ Review: Spreading the Gospel of Love,,,Stay Prayed Up,,,,By Glenn Kenny,
Benediction,Benediction,0,,,"English, French, German",,"Poet Siegfried Sassoon survived the horrors of fighting in the First World War and was decorated for his bravery, but became a vocal critic of the government's continuation of the war when he returned from service. Adored by members of the aristocracy as well as stars of London's literary and stage world, he embarked on affairs with several men as he attempted to come to terms with his homosexuality.",8.923,137,847418,2021-12-23,6.143,49,"United Kingdom, United States of America",,,,,,,,,,,,,,,,,"Drama, History, War",en,https://www.nytimes.com/2022/06/02/movies/benediction-review.html,"Terence Davies’s latest film is a biography of Siegfried Sassoon, whose writing about World War I changed British literature.",The New York Times,"subject: Movies;persons: Davies, Terence;creative_works: Benediction (Movie);persons: Lowden, Jack (1990- );subject: Poetry and Poets;persons: Sassoon, Siegfried;",2022-06-02T11:00:06+0000,883.0,"‘Benediction’ Review: A Poet’s Life, in Love and War",,,"A Poet’s Life, In Love and War",,,,By A.O. Scott,
Dinner in America,Dinner in America,0,,,English,https://www.dinnerinamerica.com,An on-the-lam punk rocker and a young woman obsessed with his band go on an unexpected and epic journey together through the decaying suburbs of the American Midwest.,12.521,106,0,2022-05-27,7.315,46,United States of America,,,,,,,,,,,,,,,,,"Romance, Comedy, Music",en,https://www.nytimes.com/2022/05/26/movies/dinner-in-america-review.html,A rage-fueled rock singer on the run from the police meets and falls in love with a gullible young woman eager to escape her circumstances.,The New York Times,"subject: Movies;persons: Rehmeier, Adam;creative_works: Dinner in America (Book);",2022-05-26T11:00:04+0000,254.0,‘Dinner in America’ Review: A Punk-Rock Love Story,,,Dinner in America,,,,By Concepción de León,
In a New York Minute,In a New York Minute,0,,,English,,"In A New York Minute follows three Asian women, each at a different stage in their life as they deal with their own personal struggles. Amy is haunted by a past breakup that has manifested into an eating disorder. Angel is caught between a loveless marriage with an older American businessman and a passionate affair with Chinese filmmaker. Nina moonlights as an escort as a way of supporting herself financially. As the story unfolds, the film reveals each character’s wants and desires is reflected in the other.",1.023,102,0,2019-04-28,3.25,2,,,,,,,,,,,,,,,,,,Drama,en,https://www.nytimes.com/2022/05/03/movies/in-a-new-york-minute-review.html,This drama from Ximan Li teases time in telling the stories of three Chinese women living in a city that tempts promise but delivers frustration.,The New York Times,subject: Movies;creative_works: In A New York Minute (Movie);persons: Ximan Li;,2022-05-03T21:05:25+0000,299.0,‘In a New York Minute’ Review: Love or Freedom?,,,In a New York Minute,,,,By Lisa Kennedy,
Anaïs in Love,Les Amours d’Anaïs,0,,,"French, English",,A young woman struggling to stay on top of everything in her life meets a married publisher and begins an affair with him.,10.382,98,41356,2021-09-15,6.2,136,France,,,,,,,,,,,,,,,,,"Drama, Romance, Comedy",fr,https://www.nytimes.com/2022/04/28/movies/anais-in-love-review.html,"A restless woman discovers herself in a seductive French romance that throws out the usual dusty script about women, desire and pleasure.",The New York Times,"subject: Movies;persons: Bourgeois-Tacquet, Charline;creative_works: Anais in Love (Movie);",2022-04-28T16:18:57+0000,842.0,‘Anaïs in Love’ Review: Portrait of a Woman on the Run,Critic’s Pick,,Portrait of a Restless Heart,,,,By Manohla Dargis,
I Love America,I Love America,0,,,"French, English, Spanish",,"A single woman who decides to take a chance on love again by catapulting her life from Paris to Los Angeles. From awkward dates to touching surprise encounters, she understands the journey to love is a journey towards herself.",7.174,102,0,2022-03-11,5.041,73,"United States of America, France",,,,,,,,,,,,,,,,,"Comedy, Romance",fr,https://www.nytimes.com/2022/04/28/movies/i-love-america-review.html,The determinedly uplifting comedy follows a 50-year-old French filmmaker as she dates in Los Angeles.,The New York Times,"subject: Movies;persons: Marceau, Sophie;creative_works: I Love America (Movie);persons: Azuelos, Lisa;",2022-04-28T11:00:07+0000,291.0,‘I Love America’ Review: The Gauche Rituals of Modern Romance,,,I Love America,,,,By Nicolas Rapold,
See You Then,See You Then,0,,,English,https://vanishingangle.com/see-you-then,"A decade after abruptly breaking up with Naomi, Kris invites her to a dinner to catch-up on their complicated lives, relationships, and Kris' transition.",1.572,74,0,2022-04-01,1.8,3,United States of America,,,,,,,,,,,,,,,,,Drama,en,https://www.nytimes.com/2022/04/18/movies/see-you-then-review.html,"Former lovers reconnect, litigating the past and present, in this drama from Mari Walker.",The New York Times,"subject: Movies;creative_works: See You Then (Movie);persons: Walker, Mari;",2022-04-18T11:00:03+0000,300.0,‘See You Then’ Review: The More Things Stay the Same,,,The Persistent Melancholy of Love,,,,By Kyle Turner,
La Mami,La Mami,0,,,Spanish,http://gadeafilms.com/la-mami,"One of the rooms inside the legendary Barba Azul Cabaret has become a shelter for the girls working there: the women's bathroom. Every night La Mami, who's in charge of the bathrooms, offers them the warmth and the advice they need to take on the challenge they face in the dance hall.",1.008,82,0,2020-01-27,6.2,4,"Mexico, Spain",,,,,,,,,,,,,,,,,Documentary,es,https://www.nytimes.com/2022/04/07/movies/la-mami-review-tough-love.html,This documentary about the den mother of dancers at a Mexico City cabaret is vérité at its best.,The New York Times,"subject: Documentary Films and Programs;subject: Women and Girls;subject: Dancing;subject: Bars and Nightclubs;subject: Labor and Jobs;subject: Content Type: Personal Profile;glocations: Mexico City (Mexico);glocations: Mexico;creative_works: La Mami (Movie);persons: Garvin, Laura Herrero;",2022-04-07T11:00:04+0000,278.0,‘La Mami’ Review: Tough Love,Critic’s Pick,,La Mami,,,,By Beandrea July,
Love After Love,第一炉香,0,,,Mandarin,,"The film tells the story of a young girl who travels from Shanghai to Hong Kong in pursuit of education, but ends up working for her aunt seducing rich and powerful men.",5.02,144,0,2021-10-22,5.62,25,China,,,,,,,,,,,,,,,,,Drama,zh,https://www.nytimes.com/2022/03/17/movies/love-after-love-review.html,Ann Hui’s World War II-era film is lovely to look at but lacks emotional depth and resonance.,The New York Times,"subject: Movies;organizations: MUBI Inc;persons: Hui, Ann;persons: Peng, Eddie (1982- );glocations: Hong Kong;creative_works: Love After Love (Movie);",2022-03-17T11:00:12+0000,292.0,‘Love After Love’ Review: Elegance Without a Center,,,Love After Love,,,,By Claire Shaffer,
Deep Water,Deep Water,48917499,,,English,https://www.hulu.com/movie/deep-water-2c4ae82e-2c1b-41d5-a651-82189d1c8b2c,"Vic and Melinda Van Allen are a couple in the small town of Little Wesley. Their loveless marriage is held together only by a precarious arrangement whereby, in order to avoid the messiness of divorce, Melinda is allowed to take any number of lovers as long as she does not desert her family.",56.51,116,0,2022-03-18,5.756,1239,United States of America,,,,,,,,,,,,,,,,,"Drama, Mystery, Thriller",en,https://www.nytimes.com/2022/03/17/movies/deep-water-review.html,An unhappy husband raises suspicions when his wife’s lovers begin to disappear.,The New York Times,"subject: Movies;creative_works: Deep Water (Movie);persons: Affleck, Ben;persons: Lyne, Adrian;persons: de Armas, Ana;",2022-03-17T11:00:05+0000,534.0,‘Deep Water’ Review: Love and Loathing in New Orleans,,,A Non-Erotic Non-Thriller,,,,By Jeannette Catsoulis,
Lucy and Desi,Lucy and Desi,0,,,English,https://www.amazon.com/dp/B09QG6H8D9,Explore the unlikely partnership and enduring legacy of one of the most prolific power couples in entertainment history. Lucille Ball and Desi Arnaz risked everything to be together.,10.322,102,0,2022-01-21,7.042,36,United States of America,,,,,,,,,,,,,,,,,Documentary,en,https://www.nytimes.com/2022/03/03/movies/lucy-and-desi-review.html,"This documentary, directed by Amy Poehler and about the dynamic duo behind “I Love Lucy,” favors the good times over the difficult ones.",The New York Times,"subject: Documentary Films and Programs;persons: Ball, Lucille;persons: ARNAZ, DESI;persons: Poehler, Amy;creative_works: Lucy and Desi (Movie);subject: Television;subject: Actors and Actresses;subject: Content Type: Personal Profile;",2022-03-03T16:06:54+0000,279.0,‘Lucy and Desi’ Review: Love in the Time of Television,,,Lucy and Desi,,,,By Natalia Winkelman,
Cyrano,Cyrano,20000000,,,English,https://www.unitedartistsreleasing.com/cyrano/synopsis/,"A man ahead of his time, Cyrano de Bergerac dazzles whether with ferocious wordplay at a verbal joust or with brilliant swordplay in a duel. But, convinced that his appearance renders him unworthy of the love of a devoted friend, the luminous Roxanne, Cyrano has yet to declare his feelings for her—and Roxanne has fallen in love, at first sight, with Christian.",26.563,124,3000000,2021-12-17,6.4,267,"Canada, United Kingdom, United States of America",,,,,,,,,,,,,,,,,"Drama, Romance",en,https://www.nytimes.com/2022/02/23/movies/cyrano-review.html,Peter Dinklage wields pen and sword in a musical adaptation of the durable French romance.,The New York Times,"subject: Movies;creative_works: Cyrano (Movie);persons: Wright, Joe;persons: Dinklage, Peter;persons: Bennett, Haley;persons: Harrison, Kelvin Jr;persons: Berninger, Matt;persons: Besser, Carin;persons: Dessner, Aaron;persons: Schmidt, Erica (1975- );organizations: National, The (Music Group);",2022-02-24T00:36:54+0000,845.0,‘Cyrano’ Review: Who Wrote the Book of Love?,,,Who Gets to Write the Book of Love?,,,,By A.O. Scott,
The In Between,The In Between,0,,,English,https://www.netflix.com/title/81447264,"After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.",20.933,116,0,2022-02-11,7.4,668,United States of America,,,,,,,,,,,,,,,,,"Romance, Science Fiction, Drama",en,https://www.nytimes.com/2022/02/11/movies/the-in-between-review.html,A teenage girl thinks that her dead boyfriend’s spirit is reaching out from the Great Beyond.,The New York Times,"persons: King, Joey;persons: Allen, Kyle (1994- );subject: Movies;persons: Posin, Arie;creative_works: The In Between (Movie);",2022-02-11T08:00:06+0000,285.0,‘The In Between’ Review: Love Never Dies,,,The In Between,,,,By Lena Wilson,
Book of Love,Book of Love,0,,,"English, Spanish, Portuguese",,"Henry, an English writer who has written a new book that has become a failure in the U.K, gets notified that the dull book has been highly trending over in Mexico. Little does he know that Maria, a Spanish translator, turned the book into an erotic novel. Henry and Maria then swerve around Mexico to do a book tour and go through a wind of events.",8.917,106,398876,2022-01-06,5.569,116,"Mexico, United Kingdom, United States of America",,,,,,,,,,,,,,,,,"Comedy, Romance, Drama",en,https://www.nytimes.com/2022/02/04/movies/book-of-love-review.html,"Unbeknown to the author of an uninspired romance novel, the book takes a sharp turn into erotic territory in its Spanish-language release.",The New York Times,"subject: Movies;persons: Claflin, Sam;persons: Cal y Mayor, Analeine;creative_works: Book of Love (Movie);",2022-02-04T05:01:04+0000,269.0,‘Book of Love’ Review: Lust (Eventually) in Translation,,,Book of Love,,,,By Natalia Winkelman,
The Pink Cloud,A Nuvem Rosa,0,,,Portuguese,,"Giovana and Yago are strangers who share a spark after meeting at a party. When a deadly cloud mysteriously takes over their city, they are forced to seek shelter with only each other for company. As months pass and the planet settles into an extended quarantine, their world shrinks, and they are forced to come to terms with an accelerated timeline for their relationship. With all their other interactions governed by screens, and with the strain of isolation setting in, Giovana and Yago struggle to reinvent themselves and reconcile the differences that threaten to tear them apart.",3.112,105,0,2021-04-01,6.032,30,Brazil,,,,,,,,,,,,,,,,,"Drama, Science Fiction",pt,https://www.nytimes.com/2022/01/13/movies/the-pink-cloud-review.html,Iuli Gerbase’s first feature film reflects a funhouse-mirror image of our present lives.,The New York Times,"subject: Movies;creative_works: The Pink Cloud (Movie);persons: Gerbase, Iuli;",2022-01-13T12:00:05+0000,316.0,‘The Pink Cloud’ Review: Love in Lockdown,,,The Pink Cloud,,,,By Claire Shaffer,
A Journal for Jordan,A Journal for Jordan,25000000,,,English,https://www.sonypictures.com/movies/ajournalforjordan,"Based on the true story of First Sergeant Charles Monroe King, a soldier deployed to Iraq begins to keep a journal of love and advice for his infant son. Back at home, senior New York Times editor Dana Canedy revisits the story of her unlikely, life-altering relationship with King and his enduring devotion to her and their child.",17.346,131,6700000,2021-12-22,7.034,103,"Canada, United States of America",,,,,,,,,,,,,,,,,"Drama, Romance",en,https://www.nytimes.com/2021/12/23/movies/a-journal-for-jordan-review.html,The actors Michael B. Jordan and Chanté Adams bring a compelling chemistry to the screen as opposites who fall for each other.,The New York Times,"subject: Movies;creative_works: A Journal for Jordan (Movie);persons: Washington, Denzel;persons: Jordan, Michael B;persons: Adams, Chante;subject: Books and Literature;creative_works: A Journal for Jordan: A Story of Love and Honor (Book);persons: Canedy, Dana;subject: Black People;subject: Blacks;",2021-12-23T18:54:12+0000,505.0,‘A Journal for Jordan’ Review: Reflections on Love Built and Lost,,,Reflections on Love That’s Built and Lost,,,,By Lisa Kennedy,
West Side Story,West Side Story,100000000,,,"English, Spanish",https://www.20thcenturystudios.com/movies/west-side-story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",25.401,156,74500000,2021-12-08,7.0,1440,United States of America,,,,,,,,,,,,,,,,,"Drama, Romance, Crime",en,https://www.nytimes.com/2021/12/08/movies/west-side-story-review.html,"Steven Spielberg rediscovers the breathing, troubling essence of a classic, building a bold and current screen musical with no pretense to perfection.",The New York Times,"subject: Movies;subject: Theater;persons: Alvarez, David (1994- );persons: Bernstein, Leonard;persons: DeBose, Ariana;persons: Kushner, Tony;persons: Laurents, Arthur;persons: Peck, Justin;persons: Robbins, Jerome;persons: Sondheim, Stephen;persons: Spielberg, Steven;persons: Tesori, Jeanine;glocations: New York City;creative_works: West Side Story (2021) (Movie);",2021-12-08T14:55:30+0000,1316.0,"‘West Side Story’ Review: In Love and War, 1957 Might Be Tonight",Critic’s Pick,,"Meeting a Girl Named Maria, Again",,,,By A.O. Scott,
Love Hard,Love Hard,0,,,English,https://www.netflix.com/title/81086631,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",24.344,105,0,2021-11-05,6.957,1411,United States of America,,,,,,,,,,,,,,,,,"Comedy, Romance",en,https://www.nytimes.com/2021/11/05/movies/love-hard-review.html,"When a perennially single journalist travels across the country to meet her dream guy, she finds she’s been catfished.",The New York Times,"subject: Movies;creative_works: Love Hard (Movie);persons: Jimenez, Hernan;",2021-11-05T07:01:03+0000,343.0,"‘Love Hard’ Review: Seeking Connection, Not Perfection",,,Love Hard,,,,By Concepción de León,
Bergman Island,Bergman Island,0,,,"German, English, Swedish",https://www.ifcfilms.com/films/bergman-island,"An English-German filmmaking couple retreat to Fårö for the summer to each write screenplays for their upcoming films in an act of pilgrimage to the place that inspired Ingmar Bergman. As the summer and their screenplays advance, the lines between reality and fiction start to blur against the backdrop of the Island's wild landscape.",14.329,113,589895,2021-07-14,6.1,180,"Belgium, France, Germany, Mexico, Sweden",,,,,,,,,,,,,,,,,"Drama, Romance",en,https://www.nytimes.com/2021/10/14/movies/bergman-island-review.html,"In Mia Hansen-Love’s new film, Vicky Krieps and Tim Roth play filmmakers on the rocks in the Baltic Sea.",The New York Times,"subject: Movies;persons: Bergman, Ingmar;persons: Roth, Tim;persons: Wasikowska, Mia;persons: Hansen-Love, Mia;creative_works: Bergman Island (Movie);persons: Krieps, Vicky;",2021-10-14T16:00:06+0000,888.0,‘Bergman Island’ Review: Love Among the Cinephiles,critic’s pick,,Scenes From Not Quite a Marriage,,,,By A.O. Scott,
Hard Luck Love Song,Hard Luck Love Song,0,,,"English, Spanish",http://HardLuckLoveSong.com,"Jesse, a charismatic but down on his luck troubadour, finds himself at an existential crossroads as bad choices catch up with him during an unexpected reunion with Carla, an old flame.",5.648,104,0,2021-10-15,4.9,10,United States of America,,,,,,,,,,,,,,,,,"Romance, Music, Drama, Thriller",en,https://www.nytimes.com/2021/10/14/movies/hard-luck-love-song-review.html,"Drawn from the plotline of a Todd Snider song, the film follows a pool shark and an escort, taking twists that are both violent and silly.",The New York Times,"subject: Movies;persons: Dorman, Michael (1981- );creative_works: Hard Luck Love Song (Movie);persons: Bush, Sophia (1982- );",2021-10-14T12:27:03+0000,320.0,‘Hard Luck Love Song’ Review: A Glossy Take on a Gritty Tune,,,Hard Luck Love Song,,,,By Glenn Kenny,
South of Heaven,South of Heaven,0,,,English,,"Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life – unfortunately it’s not that simple.",12.42,120,0,2021-10-08,6.6,66,"United Kingdom, United States of America",,,,,,,,,,,,,,,,,"Crime, Drama, Thriller",en,https://www.nytimes.com/2021/10/07/movies/south-of-heaven-review.html,Jason Sudeikis plays a paroled felon who vows to give his dying lover the best year of her life.,The New York Times,"subject: Movies;persons: Sudeikis, Jason;persons: Lilly, Evangeline (1979- );persons: Keshales, Aharon;creative_works: South of Heaven (Movie);",2021-10-07T17:17:19+0000,323.0,‘South of Heaven’ Review: Anything for Love,,,South of Heaven,,,,By Amy Nicholson,
Wife of a Spy,スパイの妻,0,,,"English, Japanese",https://intl.nikkatsu.com/sales/358.html,"It’s 1940, and the population of Japan is divided over its entry into World War II. Satoko, the wife of a fabric merchant, is devoted to her husband but is beginning to suspect he’s up to something. Soon she allows herself to be drawn into a game in which she enigmatically conceals her intentions.",14.739,114,0,2020-10-16,6.507,76,Japan,,,,,,,,,,,,,,,,,"Drama, War, Thriller",ja,https://www.nytimes.com/2021/09/16/movies/wife-of-a-spy-review-trust-or-fear-in-love-and-war.html,"In this latest work by Kiyoshi Kurosawa, a Japanese couple’s relationship is shaped by the forces of churning nationalism that surround it.",The New York Times,"subject: Movies;persons: Kurosawa, Kiyoshi;creative_works: Wife of a Spy (Movie);",2021-09-16T11:00:07+0000,448.0,‘Wife of a Spy’ Review: Trust or Fear in Love and War?,Critic’s Pick,,Marriage Amid Nationalism,,,,By Glenn Kenny,
Together,Together,0,,,English,https://www.bbc.co.uk/programmes/m000x2lk,A husband and wife are forced to re-evaluate themselves and their relationship through the reality of the Covid-19 lockdown.,12.727,87,214390,2021-08-27,5.89,77,United Kingdom,,,,,,,,,,,,,,,,,"Drama, Comedy",en,https://www.nytimes.com/2021/08/26/movies/together-review.html,Sharon Horgan and James McAvoy play a battling couple trapped in lockdown in this theatrical pandemic drama.,The New York Times,"subject: Movies;creative_works: Together (Movie);persons: Daldry, Stephen;persons: McAvoy, James;persons: Horgan, Sharon (1970- );",2021-08-26T11:00:06+0000,412.0,‘Together’ Review: Love and Loathing in London,,,Love and Loathing in a Blighted London,,,,By Jeannette Catsoulis,
Annette,Annette,15500000,,,"English, French",https://www.amazon.com/dp/B093KHDSHR,"The story of Henry, a stand-up comedian with a fierce sense of humour and Ann, a singer of international renown. In the spotlight, they are the perfect couple, healthy, happy, and glamourous. The birth of their first child, Annette, a mysterious girl with an exceptional destiny, will change their lives.",16.59,140,3700000,2021-07-07,6.8,639,"Belgium, France, Germany, Greece, Japan, Mexico, Switzerland",,,,,,,,,,,,,,,,,"Drama, Romance",fr,https://www.nytimes.com/2021/08/05/movies/annette-review.html,"Adam Driver and Marion Cotillard are star-crossed lovers in this hallucinatory musical, written by Sparks and directed by Leos Carax.",The New York Times,"subject: Movies;persons: Carax, Leos;persons: Cotillard, Marion;persons: Driver, Adam;persons: Mael, Ron;persons: Mael, Russell;creative_works: Annette (Movie);organizations: Sparks (Music Group);",2021-08-05T11:00:07+0000,1069.0,‘Annette’ Review: Love Hurts,Critic’s Pick,,A Star Is Born. You Won’t Like Him.,,,,By A.O. Scott,
Resort to Love,Resort to Love,0,,,English,https://www.netflix.com/title/81076586,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,18.086,101,0,2021-07-29,7.229,386,United States of America,,,,,,,,,,,,,,,,,"Romance, Comedy",en,https://www.nytimes.com/2021/07/29/movies/resort-to-love-review.html,"In this romantic comedy, a woman reeling from a failed engagement and a flailing career escapes to a glamorous island resort.",The New York Times,"subject: Movies;persons: Milian, Christina;creative_works: Resort to Love (Movie);persons: Tsuchida, Steven;",2021-07-29T11:00:07+0000,310.0,‘Resort to Love’ Review: A Struggling Singer in Paradise,,,"Her Ex Returns, With His Bride-to-Be",,,,By Concepción de León,
"Casanova, Last Love",Dernier amour,0,,,"English, French, German, Italian",https://lesfilmsdufleuve.be/en/movies/dernier-amour,"Year 1763. Forced into exile, the famous libertine Giacomo Casanova leaves Paris and travels to London, where he meets Marianne de Charpillon, a young prostitute to whom he is so attracted that he forgets about the other women.",8.863,99,0,2019-03-20,4.721,34,"Belgium, France, United States of America",,,,,,,,,,,,,,,,,"Drama, Romance",fr,https://www.nytimes.com/2021/07/14/movies/casanova-last-love-review-reappraising-a-philanderer.html,Benoît Jacquot’s erotic costume drama envisions the Italian playboy as a weathered sad sack living in exile.,The New York Times,"subject: Movies;persons: Jacquot, Benoit;creative_works: Casanova, Last Love (Movie);",2021-07-14T22:12:43+0000,312.0,"‘Casanova, Last Love’ Review: Reappraising a Philanderer",,,"Casanova, Last Love",,,,By Beatrice Loayza,
Running Against the Wind,የነፋሱ ፍልሚያ,0,,,Amharic,,"The film follows the fate of two boys, one of whom hopes to become an Olympic runner and the other a photographer.",2.513,112,0,2023-07-20,6.5,0,"Ethiopia, Germany",,,,,,,,,,,,,,,,,Drama,am,https://www.nytimes.com/2021/07/08/movies/running-against-the-wind-review.html,Two childhood best friends reunite in this unfocused yet uplifting sports drama by the filmmaker Jan Philipp Weyl.,The New York Times,"subject: Movies;creative_works: Running Against the Wind (Movie);persons: Weyl, Jan Philipp;",2021-07-08T11:00:05+0000,342.0,‘Running Against the Wind’ Review: Love and Friendship in Addis Ababa,,,Running Against the Wind,,,,By Beatrice Loayza,
Undine,Undine,0,,,"English, German, Spanish",https://www.the-match-factory.com/catalogue/films/undine.html,"Undine is a historian and tour guide at the Berlin City Museum specializing in urban development, while Christoph is an industrial diver. Linked by a love of the water, the two form an intense bond, which can only do so much to help Undine overcome the considerable baggage of her former affair.",18.294,90,0,2020-07-01,6.462,211,"France, Germany",,,,,,,,,,,,,,,,,"Fantasy, Drama, Romance",de,https://www.nytimes.com/2021/06/03/movies/undine-review.html,"Paula Beer and Franz Rogowski, who made an impression in 2019’s “Transit,” are reunited by the director Christian Petzold for this adaptation of a European myth.",The New York Times,"subject: Movies;persons: Petzold, Christian;persons: Rogowski, Franz;creative_works: Undine (Movie);persons: Beer, Paula (1995- );",2021-06-03T11:00:08+0000,535.0,‘Undine’ Review: Love In and Out of the Water,Critic’s Pick,,She’s Like a Sprite Out of Water,,,,By Glenn Kenny,
This Town,This Town,0,,,English,https://www.flicks.co.nz/movie/this-town-2020/,"Five years after being acquitted for the murder of his family, Sean (White) is finally ready to move on with life. But the bitter ex-cop (Malcolm) who led the investigation remains adamant that he's guilty - and will stop at nothing to bring him down.",1.473,91,0,2020-04-30,5.8,4,New Zealand,,,,,,,,,,,,,,,,,Comedy,en,https://www.nytimes.com/2021/05/20/movies/this-town-review.html,This small-town comedy from New Zealand looks at the romance between a country girl and a man accused of killing his family.,The New York Times,"subject: Movies;creative_works: This Town (Movie);persons: White, David (Director);",2021-05-20T20:19:17+0000,287.0,‘This Town’ Review: Love and Rifles,,,This Town,,,,By Devika Girish,
Monday,Monday,0,,,"English, Greek",https://www.monday.movie,"A spark on a Friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable Monday?",13.221,116,0,2020-09-11,6.635,159,"Greece, United Kingdom, United States of America",,,,,,,,,,,,,,,,,"Drama, Romance",en,https://www.nytimes.com/2021/04/15/movies/monday-review.html,"Fiery physical contact keeps an expat couple together in Greece, and the sex scenes are enough for a half-dozen movies.",The New York Times,"subject: Movies;persons: Papadimitropoulos, Argyris;persons: Stan, Sebastian;persons: Gough, Denise (1980- );creative_works: Monday (Movie);",2021-04-15T11:00:08+0000,349.0,‘Monday’ Review: A Year of Love and Its Hangovers,,,Monday,,,,By Glenn Kenny,
Ride or Die,彼女,0,,,"English, Japanese",https://www.netflix.com/title/81261676,"Rei helps the woman she's been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",24.441,142,0,2021-04-15,6.76,148,"Japan, United States of America",,,,,,,,,,,,,,,,,"Drama, Romance, Thriller",ja,https://www.nytimes.com/2021/04/15/movies/ride-or-die-review.html,"After upending her life, a woman runs away with her longtime crush in this puzzling Japanese drama.",The New York Times,"subject: Movies;creative_works: Ride or Die (Movie);persons: Hiroki, Ryuichi;",2021-04-15T11:00:03+0000,338.0,‘Ride or Die’ Review: Killing for Love,,,This Is Somehow a Love That’s Worth Killing For,,,,By Natalia Winkelman,
Happily,Happily,0,,,English,https://www.commonwall.com/films/happily,"Tom and Janet have been happily married for years. But a visit from a mysterious stranger leads to a dead body, a lot of questions, and a tense couples' trip with friends who may not actually be friends at all.",10.789,96,0,2021-03-19,5.7,105,United States of America,,,,,,,,,,,,,,,,,"Comedy, Romance, Science Fiction, Thriller",en,https://www.nytimes.com/2021/03/18/movies/happily-review.html,"In this keeps-you-guessing comedy, Joel McHale and Kerry Bishé play a couple married for 14 years whose mutual passion is undimmed, to the annoyance of their friends.",The New York Times,"subject: Movies;creative_works: Happily (Movie);persons: Grabinski, BenDavid;",2021-03-18T11:00:06+0000,344.0,‘Happily’ Review: Does Long-Lived Love Mean You Need Treatment?,,,Happily,,,,By Glenn Kenny,
